turn,q_index,lang,lang_id,rule_desc,input,target,pred,ce_query,conf_context,zslow_rule_l1,zslow_think_l1,zlang_norm,mem_items,timestamp
62,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9864,0.3603,2.9099,6.8075,10.8949,65,2025-10-17T13:18:51
63,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4949,0.3809,3.8931,7.4653,10.8949,66,2025-10-17T13:18:52
63,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gaMmA DELTa,2.4949,0.3809,3.8931,7.4653,10.8949,66,2025-10-17T13:18:52
64,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7215,0.3722,3.6486,7.2026,11.5183,67,2025-10-17T13:18:52
64,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7215,0.3722,3.6486,7.2026,11.5183,67,2025-10-17T13:18:52
65,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7322,0.2764,3.3438,6.8547,10.8949,68,2025-10-17T13:18:52
65,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7322,0.2764,3.3438,6.8547,10.8949,68,2025-10-17T13:18:52
66,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3462,0.3009,4.6207,9.1914,10.8949,69,2025-10-17T13:18:52
66,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3462,0.3009,4.6207,9.1914,10.8949,69,2025-10-17T13:18:52
67,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4543,0.3473,4.4895,9.1515,11.5183,70,2025-10-17T13:18:52
67,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4543,0.3473,4.4895,9.1515,11.5183,70,2025-10-17T13:18:52
68,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.7034,0.328,3.9141,6.9674,11.5183,71,2025-10-17T13:18:52
68,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.7034,0.328,3.9141,6.9674,11.5183,71,2025-10-17T13:18:52
69,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4672,0.3633,6.3434,8.1198,11.5183,72,2025-10-17T13:18:52
69,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4672,0.3633,6.3434,8.1198,11.5183,72,2025-10-17T13:18:52
70,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1972,0.2997,5.4518,7.8544,11.5183,73,2025-10-17T13:18:52
70,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1972,0.2997,5.4518,7.8544,11.5183,73,2025-10-17T13:18:52
71,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0216,0.2618,8.9541,14.7149,11.4583,74,2025-10-17T13:18:52
71,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[ 간 됼찄 배,5.0216,0.2618,8.9541,14.7149,11.4583,74,2025-10-17T13:18:52
72,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.296,0.4059,8.6817,14.7722,11.4583,75,2025-10-17T13:18:52
72,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.296,0.4059,8.6817,14.7722,11.4583,75,2025-10-17T13:18:52
73,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6973,0.2758,10.5775,17.9952,11.4583,76,2025-10-17T13:18:52
73,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6973,0.2758,10.5775,17.9952,11.4583,76,2025-10-17T13:18:52
74,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4263,0.3014,11.3043,19.7059,11.4583,77,2025-10-17T13:18:53
74,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4263,0.3014,11.3043,19.7059,11.4583,77,2025-10-17T13:18:53
75,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.3005,0.4483,8.5626,14.7392,11.3929,78,2025-10-17T13:18:53
75,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ゲ イもケル,1.3005,0.4483,8.5626,14.7392,11.3929,78,2025-10-17T13:18:53
76,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7197,0.4123,6.4278,12.4543,11.3929,79,2025-10-17T13:18:53
76,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7197,0.4123,6.4278,12.4543,11.3929,79,2025-10-17T13:18:53
77,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9514,0.2718,6.3641,13.1245,11.3929,80,2025-10-17T13:18:53
77,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)ももももももも,3.9514,0.2718,6.3641,13.1245,11.3929,80,2025-10-17T13:18:53
78,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[             )]])),4.7739,0.2763,8.9346,17.9472,11.4583,81,2025-10-17T13:18:53
78,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7739,0.2763,8.9346,17.9472,11.4583,81,2025-10-17T13:18:53
79,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9405,0.3598,7.8167,16.19,11.5183,82,2025-10-17T13:18:53
79,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9405,0.3598,7.8167,16.19,11.5183,82,2025-10-17T13:18:53
80,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.2555,0.4384,4.2442,8.2058,10.8949,83,2025-10-17T13:18:53
80,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth pebbles,0.2555,0.4384,4.2442,8.2058,10.8949,83,2025-10-17T13:18:53
81,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7938,0.3266,4.356,10.1439,10.8949,84,2025-10-17T13:18:53
81,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7938,0.3266,4.356,10.1439,10.8949,84,2025-10-17T13:18:53
82,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9887,0.3604,3.1228,7.2217,10.8949,85,2025-10-17T13:18:53
82,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9887,0.3604,3.1228,7.2217,10.8949,85,2025-10-17T13:18:53
83,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4945,0.3809,4.0137,7.773,10.8949,86,2025-10-17T13:18:53
83,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4945,0.3809,4.0137,7.773,10.8949,86,2025-10-17T13:18:53
84,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7221,0.3722,3.7487,7.4877,11.5183,87,2025-10-17T13:18:53
84,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7221,0.3722,3.7487,7.4877,11.5183,87,2025-10-17T13:18:53
85,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7284,0.2766,3.4597,7.1149,10.8949,88,2025-10-17T13:18:53
85,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7284,0.2766,3.4597,7.1149,10.8949,88,2025-10-17T13:18:53
86,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.347,0.3009,4.6137,9.2719,10.8949,89,2025-10-17T13:18:54
86,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.347,0.3009,4.6137,9.2719,10.8949,89,2025-10-17T13:18:54
87,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4535,0.3473,4.4869,9.233,11.5183,90,2025-10-17T13:18:54
87,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4535,0.3473,4.4869,9.233,11.5183,90,2025-10-17T13:18:54
88,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1076,7.1813,11.5183,91,2025-10-17T13:18:54
88,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1076,7.1813,11.5183,91,2025-10-17T13:18:54
89,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4616,0.3635,6.5077,8.3203,11.5183,92,2025-10-17T13:18:54
89,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4616,0.3635,6.5077,8.3203,11.5183,92,2025-10-17T13:18:54
90,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7948,8.2371,11.5183,93,2025-10-17T13:18:54
90,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7948,8.2371,11.5183,93,2025-10-17T13:18:54
91,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0287,0.2614,9.2199,14.9549,11.4583,94,2025-10-17T13:18:54
91,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0287,0.2614,9.2199,14.9549,11.4583,94,2025-10-17T13:18:54
92,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8518,14.9171,11.4583,95,2025-10-17T13:18:54
92,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8518,14.9171,11.4583,95,2025-10-17T13:18:54
93,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7177,18.1466,11.4583,96,2025-10-17T13:18:54
93,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7177,18.1466,11.4583,96,2025-10-17T13:18:54
94,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4664,19.823,11.4583,97,2025-10-17T13:18:54
94,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4664,19.823,11.4583,97,2025-10-17T13:18:54
95,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6865,14.8304,11.3929,98,2025-10-17T13:18:54
95,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6865,14.8304,11.3929,98,2025-10-17T13:18:54
96,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.5229,12.5113,11.3929,99,2025-10-17T13:18:54
96,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.5229,12.5113,11.3929,99,2025-10-17T13:18:54
97,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4094,13.1799,11.3929,100,2025-10-17T13:18:54
97,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4094,13.1799,11.3929,100,2025-10-17T13:18:54
98,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.162,11.4583,101,2025-10-17T13:18:55
98,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.162,11.4583,101,2025-10-17T13:18:55
99,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4173,11.5183,102,2025-10-17T13:18:55
99,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4173,11.5183,102,2025-10-17T13:18:55
100,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.689,8.8536,10.8949,103,2025-10-17T13:18:55
100,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.689,8.8536,10.8949,103,2025-10-17T13:18:55
101,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4671,10.8949,104,2025-10-17T13:18:55
101,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4671,10.8949,104,2025-10-17T13:18:55
102,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.432,10.8949,105,2025-10-17T13:18:55
102,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.432,10.8949,105,2025-10-17T13:18:55
103,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8917,10.8949,106,2025-10-17T13:18:55
103,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8917,10.8949,106,2025-10-17T13:18:55
104,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5751,11.5183,107,2025-10-17T13:18:55
104,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5751,11.5183,107,2025-10-17T13:18:55
105,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1611,10.8949,108,2025-10-17T13:18:55
105,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1611,10.8949,108,2025-10-17T13:18:55
106,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,109,2025-10-17T13:18:55
106,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,109,2025-10-17T13:18:55
107,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,110,2025-10-17T13:18:55
107,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,110,2025-10-17T13:18:55
108,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,111,2025-10-17T13:18:55
108,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,111,2025-10-17T13:18:55
109,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,112,2025-10-17T13:18:56
109,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,112,2025-10-17T13:18:56
110,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,113,2025-10-17T13:18:56
110,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,113,2025-10-17T13:18:56
111,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,114,2025-10-17T13:18:56
111,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,114,2025-10-17T13:18:56
112,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,115,2025-10-17T13:18:56
112,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,115,2025-10-17T13:18:56
113,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,116,2025-10-17T13:18:56
113,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,116,2025-10-17T13:18:56
114,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,117,2025-10-17T13:18:56
114,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,117,2025-10-17T13:18:56
115,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,118,2025-10-17T13:18:56
115,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,118,2025-10-17T13:18:56
116,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,119,2025-10-17T13:18:56
116,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,119,2025-10-17T13:18:56
